ID	species	abundance	season
67	Ruminococcus_lactaris	0.0	2014dry
68	Ruminococcus_lactaris	0.0	2014dry
69	Ruminococcus_lactaris	0.0	2014dry
70	Ruminococcus_lactaris	0.0	2014dry
71	Ruminococcus_lactaris	0.0	2014dry
72	Ruminococcus_lactaris	0.0	2014dry
73	Ruminococcus_lactaris	0.0	2014dry
74	Ruminococcus_lactaris	0.47252	2014wet
75	Ruminococcus_lactaris	0.0	2014wet
76	Ruminococcus_lactaris	0.0	2014wet
77	Ruminococcus_lactaris	0.0	2014wet
78	Ruminococcus_lactaris	0.03652	2014wet
79	Ruminococcus_lactaris	0.0	2014wet
80	Ruminococcus_lactaris	0.0	2014wet
81	Ruminococcus_lactaris	12.20524	2014wet
82	Ruminococcus_lactaris	4.19126	2014wet
83	Ruminococcus_lactaris	0.0	2014wet
84	Ruminococcus_lactaris	0.412	2014dry
45	Ruminococcus_obeum	3.36541	2014dry
46	Ruminococcus_obeum	1.98811	2014dry
47	Ruminococcus_obeum	10.8258	2014wet
48	Ruminococcus_obeum	2.46577	2014dry
49	Ruminococcus_obeum	3.03129	2014wet
50	Ruminococcus_obeum	6.88568	2014wet
51	Ruminococcus_obeum	2.34205	2014wet
52	Ruminococcus_obeum	4.19027	2014wet
53	Ruminococcus_obeum	4.61369	2014wet
54	Ruminococcus_obeum	4.35598	2014wet
55	Ruminococcus_obeum	2.77049	2014dry
56	Ruminococcus_obeum	1.86986	2014dry
57	Ruminococcus_obeum	4.53376	2014wet
58	Ruminococcus_obeum	3.99813	2014wet
59	Ruminococcus_obeum	0.4728	2013dry
60	Ruminococcus_obeum	1.50085	2013dry
61	Ruminococcus_obeum	2.74363	2013dry
62	Ruminococcus_obeum	0.26856	2013dry
63	Ruminococcus_obeum	1.92312	2013dry
64	Ruminococcus_obeum	0.65864	2013dry
65	Ruminococcus_obeum	5.4932	2013dry
66	Ruminococcus_obeum	2.24211	2013dry
67	Ruminococcus_obeum	1.7551	2014dry
68	Ruminococcus_obeum	1.63304	2014dry
69	Ruminococcus_obeum	0.79932	2014dry
70	Ruminococcus_obeum	2.35403	2014dry
71	Ruminococcus_obeum	0.47157	2014dry
72	Ruminococcus_obeum	4.42676	2014dry
73	Ruminococcus_obeum	3.26247	2014dry
74	Ruminococcus_obeum	5.80972	2014wet
75	Ruminococcus_obeum	2.57363	2014wet
76	Ruminococcus_obeum	1.30769	2014wet
77	Ruminococcus_obeum	10.19256	2014wet
78	Ruminococcus_obeum	6.5741	2014wet
79	Ruminococcus_obeum	4.91321	2014wet
80	Ruminococcus_obeum	4.51908	2014wet
81	Ruminococcus_obeum	7.50272	2014wet
82	Ruminococcus_obeum	4.63886	2014wet
83	Ruminococcus_obeum	3.97731	2014wet
84	Ruminococcus_obeum	1.59413	2014dry
45	Ruminococcus_torques	1.04217	2014dry
46	Ruminococcus_torques	2.99699	2014dry
47	Ruminococcus_torques	5.50104	2014wet
48	Ruminococcus_torques	1.83898	2014dry
49	Ruminococcus_torques	2.0783	2014wet
50	Ruminococcus_torques	2.81878	2014wet
51	Ruminococcus_torques	4.5319	2014wet
52	Ruminococcus_torques	4.94076	2014wet
53	Ruminococcus_torques	1.70247	2014wet
54	Ruminococcus_torques	5.70645	2014wet
55	Ruminococcus_torques	1.1688	2014dry
56	Ruminococcus_torques	0.51441	2014dry
57	Ruminococcus_torques	4.35628	2014wet
58	Ruminococcus_torques	2.13398	2014wet
59	Ruminococcus_torques	0.0	2013dry
60	Ruminococcus_torques	1.1374	2013dry
61	Ruminococcus_torques	0.57136	2013dry
62	Ruminococcus_torques	0.0	2013dry
63	Ruminococcus_torques	1.23674	2013dry
64	Ruminococcus_torques	2.65642	2013dry
65	Ruminococcus_torques	8.61847	2013dry
66	Ruminococcus_torques	0.49771	2013dry
67	Ruminococcus_torques	1.74642	2014dry
68	Ruminococcus_torques	0.0	2014dry
69	Ruminococcus_torques	0.46099	2014dry
70	Ruminococcus_torques	0.0	2014dry
71	Ruminococcus_torques	0.0	2014dry
72	Ruminococcus_torques	3.78075	2014dry
73	Ruminococcus_torques	2.04079	2014dry
74	Ruminococcus_torques	6.11599	2014wet
75	Ruminococcus_torques	0.67304	2014wet
76	Ruminococcus_torques	1.14101	2014wet
77	Ruminococcus_torques	0.98264	2014wet
78	Ruminococcus_torques	2.78098	2014wet
79	Ruminococcus_torques	0.89733	2014wet
80	Ruminococcus_torques	2.05062	2014wet
81	Ruminococcus_torques	8.06039	2014wet
82	Ruminococcus_torques	2.651	2014wet
83	Ruminococcus_torques	2.47698	2014wet
84	Ruminococcus_torques	2.45415	2014dry
45	Streptococcus_salivarius	0.02213	2014dry
46	Streptococcus_salivarius	1.07522	2014dry
47	Streptococcus_salivarius	4.38688	2014wet
48	Streptococcus_salivarius	0.3056	2014dry
49	Streptococcus_salivarius	0.64133	2014wet
50	Streptococcus_salivarius	0.0	2014wet
51	Streptococcus_salivarius	0.37418	2014wet
52	Streptococcus_salivarius	0.0	2014wet
53	Streptococcus_salivarius	0.73838	2014wet
54	Streptococcus_salivarius	2.31612	2014wet
55	Streptococcus_salivarius	0.04544	2014dry
56	Streptococcus_salivarius	0.0	2014dry
57	Streptococcus_salivarius	0.0	2014wet
58	Streptococcus_salivarius	2.56795	2014wet
59	Streptococcus_salivarius	0.90962	2013dry
60	Streptococcus_salivarius	0.14038	2013dry
61	Streptococcus_salivarius	0.0	2013dry
62	Streptococcus_salivarius	0.7564	2013dry
63	Streptococcus_salivarius	0.25199	2013dry
64	Streptococcus_salivarius	0.0	2013dry
65	Streptococcus_salivarius	0.10582	2013dry
66	Streptococcus_salivarius	0.0	2013dry
67	Streptococcus_salivarius	0.03717	2014dry
68	Streptococcus_salivarius	0.05493	2014dry
69	Streptococcus_salivarius	0.36485	2014dry
70	Streptococcus_salivarius	0.0	2014dry
71	Streptococcus_salivarius	0.0	2014dry
72	Streptococcus_salivarius	0.32467	2014dry
73	Streptococcus_salivarius	0.01075	2014dry
74	Streptococcus_salivarius	0.04241	2014wet
75	Streptococcus_salivarius	0.0	2014wet
76	Streptococcus_salivarius	0.03323	2014wet
77	Streptococcus_salivarius	0.83873	2014wet
78	Streptococcus_salivarius	1.69669	2014wet
79	Streptococcus_salivarius	0.0	2014wet
80	Streptococcus_salivarius	0.09182	2014wet
81	Streptococcus_salivarius	0.33582	2014wet
82	Streptococcus_salivarius	1.58946	2014wet
83	Streptococcus_salivarius	0.0	2014wet
84	Streptococcus_salivarius	0.06828	2014dry
45	Treponema_succinifaciens	22.95793	2014dry
46	Treponema_succinifaciens	0.30997	2014dry
47	Treponema_succinifaciens	0.0	2014wet
48	Treponema_succinifaciens	0.38163	2014dry
49	Treponema_succinifaciens	0.07733	2014wet
50	Treponema_succinifaciens	0.58283	2014wet
51	Treponema_succinifaciens	0.51053	2014wet
52	Treponema_succinifaciens	3.37888	2014wet
53	Treponema_succinifaciens	0.09638	2014wet
54	Treponema_succinifaciens	3.08496	2014wet
55	Treponema_succinifaciens	2.70534	2014dry
56	Treponema_succinifaciens	0.38922	2014dry
57	Treponema_succinifaciens	0.29173	2014wet
58	Treponema_succinifaciens	6.18088	2014wet
59	Treponema_succinifaciens	0.0752	2013dry
60	Treponema_succinifaciens	7.5678	2013dry
61	Treponema_succinifaciens	3.44237	2013dry
62	Treponema_succinifaciens	0.0	2013dry
63	Treponema_succinifaciens	8.66967	2013dry
64	Treponema_succinifaciens	1.70095	2013dry
65	Treponema_succinifaciens	0.03766	2013dry
66	Treponema_succinifaciens	6.0671	2013dry
67	Treponema_succinifaciens	3.47042	2014dry
68	Treponema_succinifaciens	23.38493	2014dry
69	Treponema_succinifaciens	0.03665	2014dry
70	Treponema_succinifaciens	10.30147	2014dry
71	Treponema_succinifaciens	2.89904	2014dry
72	Treponema_succinifaciens	8.75478	2014dry
73	Treponema_succinifaciens	10.95404	2014dry
74	Treponema_succinifaciens	0.27059	2014wet
75	Treponema_succinifaciens	0.9556	2014wet
76	Treponema_succinifaciens	3.85629	2014wet
77	Treponema_succinifaciens	1.35823	2014wet
78	Treponema_succinifaciens	0.18381	2014wet
79	Treponema_succinifaciens	0.04116	2014wet
80	Treponema_succinifaciens	0.34044	2014wet
81	Treponema_succinifaciens	0.68603	2014wet
82	Treponema_succinifaciens	0.32956	2014wet
83	Treponema_succinifaciens	1.09923	2014wet
84	Treponema_succinifaciens	0.38559	2014dry
